,diferencia,T,xT
633,69.3312579909945,1,69.3312579909945
634,-12.214271110202413,0,-0.0
635,20.541917554423346,1,20.541917554423346
636,45.05494505494506,1,45.05494505494506
637,27.756588072122053,1,27.756588072122053
638,47.674418604651166,1,47.674418604651166
639,20.798879701253668,1,20.798879701253668
640,16.354584633675138,1,16.354584633675138
641,20.620842572062084,1,20.620842572062084
642,46.21704895583704,1,46.21704895583704
643,21.78780671732699,1,21.78780671732699
644,26.53489592443589,1,26.53489592443589
645,0.8380137291610948,1,0.8380137291610948
646,19.856520625160133,1,19.856520625160133
647,21.821631878557877,1,21.821631878557877
648,31.938140864010755,1,31.938140864010755
649,9.239877905995797,1,9.239877905995797
650,52.267521759047185,1,52.267521759047185
651,20.469989522526568,1,20.469989522526568
652,66.53005464480874,1,66.53005464480874
653,55.367366412213734,1,55.367366412213734
654,48.018045112781955,1,48.018045112781955
655,-28.686002051664644,0,-0.0
656,49.73767051416579,1,49.73767051416579
657,30.211121022896226,1,30.211121022896226
658,40.19044603275129,1,40.19044603275129
659,55.456310679611654,1,55.456310679611654
660,61.300813008130085,1,61.300813008130085
661,50.08347245409015,1,50.08347245409015
662,41.76260641326538,1,41.76260641326538
663,66.02965403624383,1,66.02965403624383
664,60.075813157251154,1,60.075813157251154
665,56.18374558303887,1,56.18374558303887
666,56.51144435674822,1,56.51144435674822
667,55.94695399917116,1,55.94695399917116
668,46.9773447587745,1,46.9773447587745
669,63.93889798145117,1,63.93889798145117
670,60.20301015050753,1,60.20301015050753
671,59.74597585513079,1,59.74597585513079
672,54.18994413407822,1,54.18994413407822
673,63.78450687097167,1,63.78450687097167
674,65.03356289774214,1,65.03356289774214
675,49.02971782131809,1,49.02971782131809
676,42.52029086081526,1,42.52029086081526
677,-4.618097652375179,0,-0.0
678,55.99803343166175,1,55.99803343166175
679,58.61635220125786,1,58.61635220125786
680,47.139588100686495,1,47.139588100686495
681,49.34021801491681,1,49.34021801491681
682,54.14847161572053,1,54.14847161572053
683,34.14364640883978,1,34.14364640883978
684,65.13539651837525,1,65.13539651837525
685,62.78061224489796,1,62.78061224489796
686,59.86322987901105,1,59.86322987901105
687,35.06163886874546,1,35.06163886874546
688,37.36328125,1,37.36328125
689,0.08054772452678212,1,0.08054772452678212
690,44.583450913993666,1,44.583450913993666
691,18.56421761076837,1,18.56421761076837
692,56.28648405927257,1,56.28648405927257
693,47.52596789423985,1,47.52596789423985
694,8.297872340425531,1,8.297872340425531
695,37.76467435004021,1,37.76467435004021
696,14.63900194655813,1,14.63900194655813
697,55.69349315068494,1,55.69349315068494
698,19.95951665337668,1,19.95951665337668
699,38.341158059467915,1,38.341158059467915
